Symbol	GeneID
UBTF	7343
UCHL1	7345
UCHL3	7347
UPK1B	7348
UCN	7349
UCP1	7350
UCP2	7351
UCP3	7352
UFD1L	7353
SLC35A2	7355
SCGB1A1	7356
UGCG	7357
UGDH	7358
UGP2	7360
UGT2B4	7363
UGT2B7	7364
UGT2B10	7365
UGT2B15	7366
UGT2B17	7367
UGT8	7368
UMOD	7369
UCK2	7371
UMPS	7372
COL14A1	7373
UNG	7374
USP4	7375
NR1H2	7376
UPP1	7378
UPK2	7379
UPK3A	7380
UQCRB	7381
UQCRC1	7384
UQCRC2	7385
UQCRFS1	7386
UQCRH	7388
UROD	7389
UROS	7390
USF1	7391
USF2	7392
USP1	7398
USH2A	7399
CLRN1	7401
UTRN	7402
KDM6A	7403
UTY	7404
UVRAG	7405
VARS	7407
VASP	7408
VAV1	7409
VAV2	7410
VBP1	7411
VCAM1	7412
VCL	7414
VCP	7415
VDAC1	7416
VDAC2	7417
VDAC3	7419
VDR	7421
VEGFA	7422
VEGFB	7423
VEGFC	7424
VGF	7425
VHL	7428
VIL1	7429
EZR	7430
VIM	7431
VIP	7432
VIPR1	7433
VIPR2	7434
VLDLR	7436
BEST1	7439
VPREB1	7441
TRPV1	7442
VRK1	7443
VRK2	7444
VSNL1	7447
VWF	7450
WARS	7453
WAS	7454
ZAN	7455
WIPF1	7456
EIF4H	7458
CLIP2	7461
LAT2	7462
CORO2A	7464
WEE1	7465
WFS1	7466
WHSC1	7468
NELFA	7469
WNT1	7471
WNT2	7472
WNT3	7473
WNT5A	7474
WNT6	7475
WNT7A	7476
WNT7B	7477
WNT8A	7478
WNT8B	7479
WNT10B	7480
WNT11	7481
WNT2B	7482
WNT9A	7483
WNT9B	7484
WRB	7485
WRN	7486
WT1	7490
XBP1	7494
XDH	7498
XG	7499
XK	7504
XPA	7507
XPC	7508
XPNPEP1	7511
XPNPEP2	7512
XPO1	7514
XRCC1	7515
XRCC2	7516
XRCC3	7517
XRCC4	7518
XRCC5	7520
YES1	7525
YY1	7528
YWHAB	7529
YWHAE	7531
YWHAG	7532
YWHAH	7533
YWHAZ	7534
ZAP70	7535
SF1	7536
ZFP36	7538
ZFP37	7539
ZBTB14	7541
ZFPL1	7542
ZFX	7543
ZFY	7544
ZIC1	7545
ZIC2	7546
ZIC3	7547
ZNF2	7549
ZNF3	7551
ZNF711	7552
ZNF7	7553
ZNF8	7554
CNBP	7555
ZNF10	7556
ZNF12	7559
ZNF14	7561
ZNF708	7562
ZNF16	7564
ZNF17	7565
ZNF18	7566
ZNF19	7567
ZNF20	7568
ZNF182	7569
ZNF22	7570
ZNF23	7571
ZNF24	7572
ZNF26	7574
ZNF28	7576
ZSCAN20	7579
ZNF32	7580
ZNF33A	7581
ZNF33B	7582
ZNF35	7584
ZKSCAN1	7586
ZNF37A	7587
ZSCAN21	7589
ZNF41	7592
MZF1	7593
ZNF43	7594
ZNF45	7596
ZBTB25	7597
ZNF66	7617
ZNF69	7620
ZNF70	7621
ZNF74	7625
ZNF75D	7626
ZNF75A	7627
ZNF76	7629
ZNF79	7633
ZNF80	7634
ZNF84	7637
ZNF221	7638
ZNF85	7639
ZNF90	7643
ZNF91	7644
ZNF99	7652
ZNF222	7673
ZNF121	7675
ZNF124	7678
MKRN3	7681
ZNF131	7690
ZNF132	7691
ZNF133	7692
ZNF134	7693
ZNF135	7694
ZNF136	7695
ZNF138	7697
ZNF140	7699
ZNF141	7700
ZNF142	7701
ZNF143	7702
PCGF2	7703
ZBTB16	7704
ZNF146	7705
TRIM25	7706
ZNF148	7707
ZBTB17	7709
ZNF154	7710
ZNF155	7711
ZNF157	7712
VEZF1	7716
ZNF165	7718
TRIM26	7726
ZNF174	7727
ZNF175	7728
ZNF177	7730
RNF112	7732
ZNF180	7733
RNF113A	7737
ZNF184	7738
ZNF185	7739
ZNF189	7743
ZKSCAN8	7745
ZSCAN9	7746
ZNF195	7748
ZMYM2	7750
ZNF200	7752
ZNF202	7753
ZNF205	7755
ZNF207	7756
ZNF208	7757
ZNF213	7760
ZNF214	7761
ZNF215	7762
ZFAND5	7763
ZNF217	7764
ZNF223	7766
ZNF224	7767
ZNF225	7768
ZNF226	7769
ZNF227	7770
ZNF112	7771
ZNF229	7772
ZNF230	7773
ZNF232	7775
ZNF236	7776
SLC30A1	7779
SLC30A2	7780
SLC30A3	7781
SLC30A4	7782
ZP2	7783
ZP3	7784
MAP3K12	7786
ZXDA	7789
ZYX	7791
MEMO1	7795
LUZP1	7798
PRDM2	7799
DNALI1	7802
PTP4A1	7803
LRP8	7804
LAPTM5	7805
BSND	7809
CSDE1	7812
EVI5	7813
DAP3	7818
NPHS2	7827
BTG2	7832
PXDN	7837
ALMS1	7840
MOGS	7841
RNF103	7844
TUBA1A	7846
PAX8	7849
IL1R2	7850
MALL	7851
CXCR4	7852
FZD5	7855
SCG2	7857
BRPF1	7862
IFRD2	7866
MAPKAPK3	7867
SLMAP	7871
MANF	7873
USP7	7874
RAB7A	7879
KCNAB1	7881
SLBP	7884
ST8SIA4	7903
REEP5	7905
DEK	7913
ALDH5A1	7915
PRRC2A	7916
BAG6	7917
GPANK1	7918
DDX39B	7919
ABHD16A	7920
SLC39A7	7922
HSD17B8	7923
OR2H2	7932
NELFE	7936
LST1	7940
PLA2G7	7941
TFEB	7942
EPM2A	7957
AIMP2	7965
MAFK	7975
FZD3	7976
MTERF	7978
C7orf76	7979
SHFM1	7979
TFPI2	7980
ST7	7982
ARHGEF5	7984
ZNF212	7988
TUSC3	7991
KAT6A	7994
PSCA	8000
GLRA3	8001
NR4A3	8013
BRD3	8019
NUP214	8021
LHX3	8022
STAM	8027
MLLT10	8028
CUBN	8029
CCDC6	8030
NCOA4	8031
SLC25A16	8034
SHOC2	8036
ADAM12	8038
RASSF7	8045
CSRP3	8048
PDHX	8050
FOSL1	8061
CUL5	8065
PTP4A2	8073
FGF23	8074
MFAP5	8076
USP5	8078
MLF2	8079
SSPN	8082
AAAS	8086
FXR1	8087
YEATS4	8089
HMGA2	8091
ALX1	8092
CDK2AP1	8099
IFT88	8100
PABPN1	8106
DPF3	8110
GPR68	8111
TCL1A	8115
AP3B2	8120
ANP32A	8125
ST8SIA2	8128
NPRL3	8131
GAN	8139
SLC7A5	8140
TAF15	8148
RND2	8153
COIL	8161
AKAP1	8165
SLC14A2	8170
MADCAM1	8174
SF3A2	8175
ELL	8178
ZNF239	8187
SYMPK	8189
MIA	8190
CLPP	8192
DPF1	8193
MKKS	8195
GDF5	8200
NCOA3	8202
NRIP1	8204
CHAF1B	8208
C21orf33	8209
DGCR6	8214
LZTR1	8216
CLTCL1	8218
DGCR14	8220
SYN3	8224
HDHD1	8226
AKAP17A	8227
PNPLA4	8228
ZRSR2	8233
USP11	8237
USP9X	8239
RBM10	8241
KDM5C	8242
SMC1A	8243
NAA10	8260
F8A1	8263
UBL4A	8266
TMEM187	8269
LAGE3	8270
SLC10A3	8273
TKTL1	8277
KDM5D	8284
USP9Y	8287
EPX	8288
ARID1A	8289
HIST3H3	8290
DYSF	8291
COLQ	8292
SERF1A	8293
HIST1H4I	8294
TRRAP	8295
PICALM	8301
KLRC4	8302
SNN	8303
ACOX2	8309
ACOX3	8310
AXIN1	8312
AXIN2	8313
BAP1	8314
BRAP	8315
CDC7	8317
CDC45	8318
EOMES	8320
FZD1	8321
FZD4	8322
FZD6	8323
FZD7	8324
FZD8	8325
FZD9	8326
GFI1B	8328
HIST1H2AI	8329
HIST1H2AK	8330
HIST1H2AJ	8331
HIST1H2AL	8332
HIST1H2AC	8334
HIST1H2AB	8335
HIST1H2AM	8336
HIST2H2AA3	8337
HIST2H2AC	8338
HIST1H2BG	8339
HIST1H2BL	8340
HIST1H2BN	8341
HIST1H2BM	8342
HIST1H2BF	8343
HIST1H2BE	8344
HIST1H2BH	8345
HIST1H2BI	8346
HIST1H2BC	8347
HIST1H2BO	8348
HIST2H2BE	8349
HIST1H3A	8350
HIST1H3D	8351
HIST1H3C	8352
HIST1H3E	8353
HIST1H3I	8354
HIST1H3G	8355
HIST1H3J	8356
HIST1H3H	8357
HIST1H3B	8358
HIST1H4A	8359
HIST1H4D	8360
HIST1H4F	8361
HIST1H4K	8362
HIST1H4J	8363
HIST1H4C	8364
HIST1H4H	8365
HIST1H4B	8366
HIST1H4E	8367
HIST1H4L	8368
HIST1H4G	8369
HIST2H4A	8370
HYAL3	8372
MAD1L1	8379
NME5	8382
OR1A1	8383
OR1D5	8386
OR1E1	8387
OR1E2	8388
OR1G1	8390
OR3A3	8392
PIP5K1A	8394
PIP5K1B	8395
PIP4K2B	8396
PLA2G6	8398
PLA2G10	8399
SLC25A11	8402
SOX14	8403
SPARCL1	8404
SPOP	8405
SRPX	8406
TAGLN2	8407
ULK1	8408
UXT	8409
EEA1	8411
BCAR3	8412
ANXA9	8416
STX7	8417
CMAHP	8418
BFSP2	8419
BBOX1	8424
LTBP4	8425
ZNF282	8427
STK24	8428
NR0B2	8431
UTF1	8433
RECK	8434
SOAT2	8435
SDPR	8436
RASAL1	8437
RAD54L	8438
NSMAF	8439
NCK2	8440
GNPAT	8443
DYRK3	8444
DYRK2	8445
DUSP11	8446
DOC2B	8447
DOC2A	8448
DHX16	8449
CUL4B	8450
CUL4A	8451
CUL3	8452
CUL2	8453
CUL1	8454
ATRN	8455
FOXN1	8456
TTF2	8458
TPST2	8459
TPST1	8460
KLF11	8462
TEAD2	8463
SUPT3H	8464
SMARCA5	8467
FKBP6	8468
SORBS2	8470
IRS4	8471
OGT	8473
CDC42BPA	8476
GPR65	8477
HIRIP3	8479
RAE1	8480
OFD1	8481
SEMA7A	8482
CILP	8483
GALR3	8484
GEMIN2	8487
RGS5	8490
MAP4K3	8491
PRSS12	8492
PPM1D	8493
PPFIBP2	8495
PPFIBP1	8496
PPFIA4	8497
RANBP3	8498
PPFIA2	8499
PPFIA1	8500
SLC43A1	8501
PKP4	8502
PIK3R3	8503
PEX3	8504
CNTNAP1	8506
ENC1	8507
NIPSNAP1	8508
NDST2	8509
MMP23B	8510
LIPF	8513
KCNAB2	8514
ITGA10	8515
ITGA8	8516
IKBKG	8517
IKBKAP	8518
IFITM1	8519
HAT1	8520
GCM1	8521
GAS7	8522
DGKZ	8525
DGKE	8526
DGKD	8527
DDO	8528
CYP4F2	8529
CST7	8530
YBX3	8531
CPZ	8532
COPS3	8533
CHST1	8534
CBX4	8535
CAMK1	8536
BCAS1	8537
BARX2	8538
API5	8539
AGPS	8540
PPFIA3	8541
APOL1	8542
LMO4	8543
PIR	8544
CGGBP1	8545
AP3B1	8546
FCN3	8547
BLZF1	8548
LGR5	8549
MAPKAPK5	8550
INE1	8552
BHLHE40	8553
PIAS1	8554
CDC14B	8555
CDC14A	8556
TCAP	8557
CDK10	8558
PRPF18	8559
DEGS1	8560
DENR	8562
THOC5	8563
KMO	8564
YARS	8565
PDXK	8566
MADD	8567
RRP1	8568
MKNK1	8569
KHSRP	8570
PDLIM4	8572
CASK	8573
AKR7A2	8574
PRKRA	8575
STK16	8576
TMEFF1	8577
SCARF1	8578
LY6D	8581
OR6A2	8590
TNFSF11	8600
RGS20	8601
NOP14	8602
FAM193A	8603
SLC25A12	8604
PLA2G4C	8605
RUVBL1	8607
RDH16	8608
KLF7	8609
PPAP2A	8611
PPAP2C	8612
PPAP2B	8613
STC2	8614
USO1	8615
CADPS	8618
NPFF	8620
CDK13	8621
PDE8B	8622
ASMTL	8623
PSMG1	8624
RFXANK	8625
TP63	8626
HSD17B6	8630
SKAP1	8631
DNAH17	8632
UNC5C	8633
RTCA	8634
RNASET2	8635
SSNA1	8636
EIF4EBP3	8637
OASL	8638
AOC3	8639
PCDHGB4	8641
DCHS1	8642
PTCH2	8643
AKR1C3	8644
KCNK5	8645
CHRD	8646
ABCB11	8647
NCOA1	8648
LAMTOR3	8649
NUMB	8650
SOCS1	8651
DDX3Y	8653
PDE5A	8654
DYNLL1	8655
TNKS	8658
ALDH4A1	8659
IRS2	8660
EIF3A	8661
EIF3B	8662
EIF3C	8663
EIF3D	8664
EIF3F	8665
EIF3G	8666
EIF3H	8667
EIF3I	8668
EIF3J	8669
SLC4A4	8671
EIF4G3	8672
VAMP8	8673
VAMP4	8674
STX16	8675
STX11	8676
STX10	8677
BECN1	8678
JMJD7-PLA2G4B	8681
PEA15	8682
SRSF9	8683
MARCO	8685
KRT38	8687
KRT37	8688
KRT36	8689
JRKL	8690
HYAL2	8692
GALNT4	8693
DGAT1	8694
CDC23	8697
S1PR4	8698
DNAH11	8701
B4GALT4	8702
B4GALT3	8703
B4GALT2	8704
B3GALT4	8705
B3GALNT1	8706
B3GALT2	8707
B3GALT1	8708
SERPINB7	8710
TNK1	8711
PAGE1	8712
ABCC3	8714
NOL4	8715
TRADD	8717
TNFRSF25	8718
MBTPS1	8720
EDF1	8721
CTSF	8722
SNX4	8723
SNX3	8724
URI1	8725
EED	8726
CTNNAL1	8727
ADAM19	8728
GBF1	8729
RNMT	8731
RNGTT	8732
GPAA1	8733
MYH13	8735
MYOM1	8736
RIPK1	8737
CRADD	8738
HRK	8739
TNFSF14	8740
TNFSF13	8741
TNFSF12	8742
TNFSF10	8743
TNFSF9	8744
ADAM23	8745
ADAM21	8747
ADAM20	8748
ADAM18	8749
ADAM15	8751
ADAM9	8754
ADAM7	8756
CDS2	8760
PABPC4	8761
CD164	8763
TNFRSF14	8764
RAB11A	8766
RIPK2	8767
TNFRSF6B	8771
FADD	8772
SNAP23	8773
NAPG	8774
NAPA	8775
MTMR1	8776
MPDZ	8777
SIGLEC5	8778
RIOK3	8780
TNFRSF18	8784
MATN4	8785
RGS11	8786
RGS9	8787
DLK1	8788
FBP2	8789
FPGT	8790
TNFRSF11A	8792
TNFRSF10D	8793
TNFRSF10C	8794
TNFRSF10B	8795
SCEL	8796
TNFRSF10A	8797
DYRK4	8798
PEX11B	8799
PEX11A	8800
SUCLG2	8801
SUCLG1	8802
SUCLA2	8803
CREG1	8804
TRIM24	8805
IL18RAP	8807
IL1RL2	8808
IL18R1	8809
GALR2	8811
CCNK	8812
DPM1	8813
CDKL1	8814
BANF1	8815
DCAF5	8816
FGF18	8817
DPM2	8818
SAP30	8819
HESX1	8820
INPP4B	8821
FGF17	8822
CES2	8824
LIN7A	8825
IQGAP1	8826
NRP2	8828
NRP1	8829
SYNGAP1	8831
CD84	8832
GMPS	8833
TMEM11	8834
SOCS2	8835
GGH	8836
CFLAR	8837
WISP3	8838
WISP2	8839
WISP1	8840
HDAC3	8841
PROM1	8842
HCAR3	8843
KSR1	8844
ALKBH1	8846
TSC22D1	8848
KAT2B	8850
CDK5R1	8851
AKAP4	8852
ASAP2	8853
ALDH1A2	8854
NR1I2	8856
FCGBP	8857
PROZ	8858
STK19	8859
LDB1	8861
APLN	8862
PER3	8863
PER2	8864
SYNJ1	8867
ST3GAL5	8869
IER3	8870
SYNJ2	8871
CDC123	8872
ARHGEF7	8874
VNN2	8875
VNN1	8876
SPHK1	8877
SQSTM1	8878
SGPL1	8879
FUBP1	8880
CDC16	8881
ZNF259	8882
NAE1	8883
SLC5A6	8884
DDX18	8886
TAX1BP1	8887
MCM3AP	8888
EIF2B4	8890
EIF2B3	8891
EIF2B2	8892
EIF2B5	8893
EIF2S2	8894
CPNE3	8895
BUD31	8896
MTMR3	8897
MTMR2	8898
PRPF4B	8899
CCNA1	8900
CPNE1	8904
AP1S2	8905
AP1G2	8906
AP1M1	8907
GYG2	8908
ENDOU	8909
SGCE	8910
CACNA1I	8911
CACNA1H	8912
CACNA1G	8913
TIMELESS	8914
BCL10	8915
HERC3	8916
HERC2	8924
HERC1	8925
SNURF	8926
BSN	8927
FOXH1	8928
PHOX2B	8929
MBD4	8930
MBD2	8932
FAM127A	8933
RAB7L1	8934
SKAP2	8935
WASF1	8936
BAIAP3	8938
FUBP3	8939
TOP3B	8940
CDK5R2	8941
KYNU	8942
AP3D1	8943
BTRC	8945
HIST1H3F	8968
HIST1H2AG	8969
HIST1H2BJ	8970
H1FX	8971
MGAM	8972
CHRNA6	8973
P4HA2	8974
USP13	8975
WASL	8976
PLOD3	8985
RPS6KA4	8986
HSPB3	8988
TRPA1	8989
SELENBP1	8991
ATP6V0E1	8992
PGLYRP1	8993
LIMD1	8994
TNFSF18	8995
NOL3	8996
KALRN	8997
CDKL2	8999
HAP1	9001
F2RL3	9002
TAF1C	9013
TAF1B	9014
TAF1A	9015
SLC25A14	9016
MPZL1	9019
SOCS3	9021
CLIC3	9022
CH25H	9023
BRSK2	9024
RNF8	9025
HIP1R	9026
NAT8	9027
RHBDL1	9028
BAZ1B	9031
TM4SF5	9032
PKD2L1	9033
CCRL2	9034
SEMA5A	9037
TAAR5	9038
UBA3	9039
UBE2M	9040
SPAG9	9043
BTAF1	9044
RPL14	9045
DOK2	9046
SH2D2A	9047
ARTN	9048
AIP	9049
PSTPIP2	9050
PSTPIP1	9051
GPRC5A	9052
MAP7	9053
NFS1	9054
PRC1	9055
SLC7A7	9056
SLC7A6	9057
SLC13A2	9058
PAPSS2	9060
PAPSS1	9061
PIAS2	9063
MAP3K6	9064
SYT7	9066
ANGPTL1	9068
CLDN12	9069
ASH2L	9070
CLDN10	9071
CLDN8	9073
CLDN6	9074
CLDN2	9075
CLDN1	9076
DIRAS3	9077
LDB2	9079
CLDN9	9080
PRY	9081
BPY2	9083
VCY	9084
CDY1	9085
EIF1AY	9086
TMSB4Y	9087
PKMYT1	9088
PIGQ	9091
SART1	9092
DNAJA3	9093
UNC119	9094
TBX19	9095
TBX18	9096
USP14	9097
USP6	9098
USP2	9099
USP10	9100
USP8	9101
RGN	9104
MTMR6	9107
MTMR7	9108
MTMR4	9110
NMI	9111
MTA1	9112
LATS1	9113
ATP6V0D1	9114
SEC22C	9117
INA	9118
KRT75	9119
SLC16A6	9120
SLC16A5	9121
SLC16A4	9122
SLC16A3	9123
PDLIM1	9124
RQCD1	9125
SMC3	9126
P2RX6	9127
PRPF4	9128
PRPF3	9129
FAM50A	9130
AIFM1	9131
KCNQ4	9132
CCNB2	9133
CCNE2	9134
RABEP1	9135
RRP9	9136
ARHGEF1	9138
CBFA2T2	9139
ATG12	9140
PDCD5	9141
SYNGR3	9143
SYNGR2	9144
SYNGR1	9145
HGS	9146
NEMF	9147
NEURL	9148
DYRK1B	9149
CTDP1	9150
SLC6A5	9152
SLC28A2	9153
SLC28A1	9154
EXO1	9156
FIBP	9158
PCSK7	9159
DGKI	9162
EBAG9	9166
COX7A2L	9167
TMSB10	9168
SCAF11	9169
LPAR2	9170
MYOM2	9172
IL1RL1	9173
MAP3K13	9175
HTR3B	9177
AP4M1	9179
OSMR	9180
ARHGEF2	9181
RASSF9	9182
ZW10	9183
BUB3	9184
REPS2	9185
SLC24A1	9187
DDX21	9188
ZBED1	9189
DEDD	9191
SLC16A7	9194
KCNAB3	9196
SLC33A1	9197
PTPLA	9200
DCLK1	9201
ZMYM4	9202
ZMYM3	9203
ZMYM6	9204
ZMYM5	9205
LRRFIP1	9208
LRRFIP2	9209
BMP15	9210
LGI1	9211
AURKB	9212
XPR1	9213
FAIM3	9214
LARGE	9215
VAPB	9217
VAPA	9218
MTA2	9219
TIAF1	9220
NOLC1	9221
MAGI1	9223
LRAT	9227
DLGAP2	9228
DLGAP1	9229
RAB11B	9230
DLG5	9231
PTTG1	9232
IL32	9235
CCPG1	9236
TBRG4	9238
PNMA1	9240
NOG	9241
MSC	9242
CRLF1	9244
GCNT3	9245
UBE2L6	9246
GCM2	9247
GPR50	9248
DHRS3	9249
RPS6KA5	9252
NUMBL	9253
CACNA2D2	9254
AIMP1	9255
BZRAP1	9256
MFHAS1	9258
PDLIM7	9260
MAPKAPK2	9261
STK17B	9262
STK17A	9263
CYTH3	9265
CYTH2	9266
CYTH1	9267
ITGB1BP1	9270
PIWIL1	9271
BCL7C	9274
BCL7B	9275
COPB2	9276
WDR46	9277
ZBTB22	9278
MED14	9282
GPR37L1	9283
TAAR2	9287
GPR56	9289
GPR55	9290
GPR52	9293
S1PR2	9294
SRSF11	9295
ATP6V1F	9296
SOCS6	9306
CD83	9308
ZNF235	9310
ASIC3	9311
KCNB2	9312
MMP20	9313
KLF4	9314
NREP	9315
PTER	9317
COPS2	9318
TRIP13	9319
TRIP12	9320
TRIP11	9321
TRIP10	9322
HMGN3	9324
TRIP4	9325
ZNHIT3	9326
GTF3C5	9328
GTF3C4	9329
GTF3C3	9330
B4GALT6	9331
CD163	9332
TGM5	9333
B4GALT5	9334
CNOT8	9337
TCEAL1	9338
GLP2R	9340
VAMP3	9341
SNAP29	9342
EFTUD2	9343
TAOK2	9344
NDST3	9348
RPL23	9349
CER1	9350
SLC9A3R2	9351
TXNL1	9352
SLIT2	9353
UBE4A	9354
LHX2	9355
SLC22A6	9356
ITGBL1	9358
PPIG	9360
LONP1	9361
CPNE6	9362
RAB33A	9363
RAB28	9364
KL	9365
RAB9A	9367
SLC9A3R1	9368
NRXN3	9369
ADIPOQ	9370
KIF3B	9371
ZFYVE9	9372
PLAA	9373
PPT2	9374
TM9SF2	9375
SLC22A8	9376
COX5A	9377
NRXN1	9378
NRXN2	9379
GRHPR	9380
OTOF	9381
COG1	9382
LIPG	9388
SLC22A14	9389
SLC22A13	9390
CIAO1	9391
TGFBRAP1	9392
HS6ST1	9394
NMT2	9397
CD101	9398
STOML1	9399
RECQL5	9400
GRAP2	9402
LPXN	9404
ZRANB2	9406
TMPRSS11D	9407
PEX16	9409
SNRNP40	9410
ARHGAP29	9411
MED21	9412
FAM189A2	9413
TJP2	9414
FADS2	9415
DDX23	9416
CRIPT	9419
CYP7B1	9420
HAND1	9421
ZNF264	9422
NTN1	9423
KCNK6	9424
CDYL	9425
CDY2A	9426
ECEL1	9427
ABCG2	9429
CHST2	9435
NCR2	9436
NCR1	9437
MED23	9439
MED17	9440
MED26	9441
MED27	9442
MED7	9443
QKI	9444
ITM2B	9445
GSTO1	9446
AIM2	9447
MAP4K4	9448
LY86	9450
EIF2AK3	9451
ITM2A	9452
GGPS1	9453
HOMER3	9454
HOMER2	9455
HOMER1	9456
FHL5	9457
ARHGEF6	9459
RASAL2	9462
PICK1	9463
HAND2	9464
AKAP7	9465
IL27RA	9466
SH3BP5	9467
PCYT1B	9468
CHST3	9469
EIF4E2	9470
AKAP6	9472
THEMIS2	9473
ATG5	9474
ROCK2	9475
NAPSA	9476
MED20	9477
CABP1	9478
MAPK8IP1	9479
ONECUT2	9480
SLC25A27	9481
STX8	9482
CHST10	9486
PIGL	9487
PIGB	9488
PGS1	9489
PSMF1	9491
KIF23	9493
AKAP5	9495
TBX4	9496
SLC4A7	9497
SLC4A8	9498
MYOT	9499
MAGED1	9500
RPH3AL	9501
XAGE2B	9502
XAGE2	9502
PAGE4	9506
ADAMTS4	9507
ADAMTS3	9508
ADAMTS2	9509
ADAMTS1	9510
PMPCB	9512
FXR2	9513
GAL3ST1	9514
STXBP5L	9515
LITAF	9516
SPTLC2	9517
GDF15	9518
TBPL1	9519
NPEPPS	9520
EEF1E1	9521
TECR	9524
VPS4B	9525
MPDU1	9526
GOSR1	9527
TMEM59	9528
BAG5	9529
BAG4	9530
BAG3	9531
BAG2	9532
POLR1C	9533
ZNF254	9534
GMFG	9535
PTGES	9536
TP53I11	9537
EI24	9538
TP53I3	9540
CIR1	9541
NRG2	9542
IGDCC3	9543
RAB3D	9545
APBA3	9546
CXCL14	9547
ATP6V1G1	9550
ATP5J2	9551
SPAG7	9552
MRPL33	9553
H2AFY	9555
C14orf2	9556
CHD1L	9557
VPS26A	9559
CCL4L2	9560
MINPP1	9562
H6PD	9563
BCAR1	9564
GTPBP1	9567
GABBR2	9568
GTF2IRD1	9569
GOSR2	9570
NR1D1	9572
GDF3	9573
CLOCK	9575
SPAG6	9576
BRE	9577
CDC42BPB	9578
SOX13	9580
PREPL	9581
APOBEC3B	9582
ENTPD4	9583
RBM39	9584
KIF20B	9585
CREB5	9586
MAD2L1BP	9587
PRDX6	9588
WTAP	9589
AKAP12	9590
IER2	9592
CYTIP	9595
PITPNM1	9600
PDIA4	9601
NFE2L3	9603
RNF14	9604
VPS9D1	9605
CARTPT	9607
RAB36	9609
RIN1	9610
NCOR1	9611
NCOR2	9612
GDA	9615
RNF7	9616
MTRF1	9617
TRAF4	9618
ABCG1	9619
CELSR1	9620
KLK4	9622
TCL1B	9623
AATK	9625
GUCA1C	9626
SNCAIP	9627
RGS6	9628
GNA14	9630
NUP155	9631
SEC24C	9632
MTL5	9633
CLCA2	9635
ISG15	9636
FEZ2	9637
FEZ1	9638
ARHGEF10	9639
ZNF592	9640
IKBKE	9641
MORF4L2	9643
SH3PXD2A	9644
MICAL2	9645
CTR9	9646
PPM1F	9647
GCC2	9648
RALGPS1	9649
MTFR1	9650
PLCH2	9651
TTC37	9652
HS2ST1	9653
TTLL4	9654
SOCS5	9655
MDC1	9656
IQCB1	9657
ZNF516	9658
PDE4DIP	9659
CEP135	9662
LPIN2	9663
KIAA0430	9665
DZIP3	9666
SAFB2	9667
ZNF432	9668
EIF5B	9669
IPO13	9670
WSCD2	9671
SDC3	9672
SLC25A44	9673
KIAA0040	9674
TTI1	9675
PPIP5K1	9677
PHF14	9678
FAM53B	9679
DEPDC5	9681
KDM4A	9682
N4BP1	9683
LRRC14	9684
CLINT1	9685
VGLL4	9686
GREB1	9687
NUP93	9688
BZW1	9689
UBE3C	9690
KIAA0391	9692
RAPGEF2	9693
EMC2	9694
EDEM1	9695
CROCC	9696
TRAM2	9697
PUM1	9698
RIMS2	9699
ESPL1	9700
PPP6R2	9701
CEP57	9702
KIAA0100	9703
DHX34	9704
ST18	9705
ULK2	9706
PCDHGA8	9708
HERPUD1	9709
KIAA0355	9710
KIAA0226	9711
USP6NL	9712
FAM131B	9715
AQR	9716
SEC14L5	9717
ECE2	9718
ADAMTSL2	9719
CCDC144A	9720
GPRIN2	9721
NOS1AP	9722
SEMA3E	9723
UTP14C	9724
TMEM63A	9725
ZNF646	9726
RAB11FIP3	9727
SECISBP2L	9728
KIAA0408	9729
VPRBP	9730
CEP104	9731
DOCK4	9732
SART3	9733
HDAC9	9734
KNTC1	9735
USP34	9736
GPRASP1	9737
CCP110	9738
SETD1A	9739
LAPTM4A	9741
IFT140	9742
ARHGAP32	9743
ACAP1	9744
ZNF536	9745
CLSTN3	9746
FAM115A	9747
SLK	9748
PHACTR2	9749
FAM65B	9750
SNPH	9751
PCDHA9	9752
ZSCAN12	9753
STARD8	9754
TBKBP1	9755
FRMPD4	9758
HDAC4	9759
TOX	9760
MLEC	9761
KIAA0513	9764
ZFYVE16	9765
KIAA0247	9766
PHF16	9767
KIAA0101	9768
RASSF2	9770
RAPGEF5	9771
KIAA0195	9772
BCLAF1	9774
EIF4A3	9775
ATG13	9776
TM9SF4	9777
KIAA0232	9778
TBC1D5	9779
PIEZO1	9780
RNF144A	9781
MATR3	9782
RIMS3	9783
SNX17	9784
DHX38	9785
KIAA0586	9786
DLGAP5	9787
MTSS1	9788
SPCS2	9789
BMS1	9790
PTDSS1	9791
SERTAD2	9792
CKAP5	9793
MAML1	9794
PHYHIP	9796
TATDN2	9797
IST1	9798
MRPL19	9801
DAZAP2	9802
TOMM20	9804
SCRN1	9805
SPOCK2	9806
IP6K1	9807
KIAA0087	9808
RNF40	9810
CTIF	9811
KIAA0141	9812
EFCAB14	9813
SFI1	9814
GIT2	9815
URB2	9816
KEAP1	9817
NUPL1	9818
TSC22D2	9819
CUL7	9820
RB1CC1	9821
ARMCX2	9823
ARHGAP11A	9824
SPATA2	9825
ARHGEF11	9826
RGP1	9827
ARHGEF17	9828
DNAJC6	9829
TRIM14	9830
ZNF623	9831
JAKMIP2	9832
MELK	9833
KIAA0125	9834
LCMT2	9836
GINS1	9837
ZEB2	9839
TESPA1	9840
